RespondentID,CollectorID,StartDate,EndDate,Please confirm that you are at least 18 years old. ,Please select the metro area you are located in. ,Please enter your ZIP code. ,,,Please assign grades to the state of California on six timely issues (click the skip button for issues where you don't want to assign a grade).,,,,,,Please grade the state of California on disaster preparedness (click the skip button if you don't want to assign a grade).,What issue should be included in the next report card and why is it important to Californians?,Gender,Age,Household Income,Education,Location (Census Region)
3118137144,50956032,3/11/14 23:15,3/11/14 23:16,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94030,,A,A+,B+,A-,C+,B,A,,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118136520,50956032,3/11/14 23:14,3/11/14 23:17,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94518,,B,F,C,D,B,A,B,,Female,> 60,"$0 - $24,999",Associate or bachelor degree,Pacific
3118136314,50956032,3/11/14 23:15,3/11/14 23:16,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94117,,B,C-,C-,C+,B,A+,C,,Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3118134283,50955952,3/11/14 23:13,3/11/14 23:15,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95818,,D+,F,F,F,D-,B,B,Water conservation,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118132807,50956072,3/11/14 23:12,3/11/14 23:15,I confirm that I am at least 18 years old.,San Jose Metro Area,,95014,,C+,C,D+,C+,D+,D+,B+,Ability to get jobs,Female,45-60,,,Pacific
3118130824,50956072,3/11/14 23:11,3/11/14 23:15,I confirm that I am at least 18 years old.,San Jose Metro Area,,95014,,D-,C,SKIP,F,F,F,A,Imagration/ Because the State is losing its Identity.,Male,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118130305,50956032,3/11/14 23:10,3/11/14 23:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94701,,SKIP,A+,A,A,A,SKIP,B,Exessive use of antibodies.,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118130018,50956032,3/11/14 23:10,3/11/14 23:27,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94118,,B-,B+,D,B,A,A-,B,"Wildlife protection and conservation, farmed animal rights and welfare, environmental stewardship. CA should be leading the nation in these areas- it is important to manage and protect our natural resources and wildlife not only for both the planet's sake and for our future generations.",Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118129518,50956032,3/11/14 23:10,3/11/14 23:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94549,,SKIP,A,B,SKIP,C+,A+,SKIP,,Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118129385,50956032,3/11/14 23:10,3/11/14 23:11,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94080,,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,SKIP,,Female,> 60,"$0 - $24,999",High school degree,Pacific
3118128653,50956032,3/11/14 23:10,3/11/14 23:15,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94513,,B-,C,C,SKIP,C,B,D+,budget-important because it impacts many of the above issues and taxes  jobs-put unemployed back to work,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118128103,50955952,3/11/14 23:09,3/11/14 23:11,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95621,,SKIP,B+,C,B,SKIP,SKIP,C+,over population,Male,30-44,"$25,000 - $49,999",High school degree,Pacific
3118126641,50956032,3/11/14 23:08,3/11/14 23:09,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94115,,B-,C-,B+,B,B-,A,B,how people can afford to live in San Francisco as it is too expensive,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118126479,50956072,3/11/14 23:08,3/11/14 23:09,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94024,,F,F,F,F,F,F,B,,Female,30-44,"$150,000+",Graduate degree,Pacific
3118126347,50956072,3/11/14 23:08,3/11/14 23:11,I confirm that I am at least 18 years old.,San Jose Metro Area,,95070,,SKIP,C+,C+,SKIP,SKIP,C+,C+,,Female,> 60,"$150,000+",Graduate degree,Pacific
3118125722,50956032,3/11/14 23:08,3/11/14 23:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,SKIP,C,F,C+,C+,A+,C+,,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118125633,50956032,3/11/14 23:08,3/11/14 23:08,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94618,,B-,F,C+,C-,C+,A-,C,,Male,> 60,"$150,000+",Graduate degree,Pacific
3118124171,50955952,3/11/14 23:07,3/11/14 23:09,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95618,,B-,B-,C-,C+,SKIP,A-,B,Prison overcrowding,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3118123580,50955952,3/11/14 23:06,3/11/14 23:09,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95742,,SKIP,C-,F,D,C,A,C,Lowering state taxes,Male,45-60,"$150,000+",Some college,Pacific
3118123232,50956072,3/11/14 23:06,3/11/14 23:08,I confirm that I am at least 18 years old.,San Jose Metro Area,,94086,,SKIP,D,B-,SKIP,SKIP,A+,B+,Public Transportation in South Bay,Female,30-44,,Graduate degree,Pacific
3118121410,50956032,3/11/14 23:05,3/11/14 23:06,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,C,B-,B-,B,B-,A,C,,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118121183,50956032,3/11/14 23:05,3/11/14 23:09,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94549,,SKIP,A+,SKIP,SKIP,B+,B,A,need for Bullet Train,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118120209,50955952,3/11/14 23:04,3/11/14 23:05,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95843,,B,D-,D+,B,C+,A-,A,,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118119748,50956032,3/11/14 23:04,3/11/14 23:05,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94580,,D,D+,D-,SKIP,SKIP,A-,SKIP,public transit strikes - dont allow,Female,45-60,"$150,000+",Graduate degree,Pacific
3118117789,50956032,3/11/14 23:03,3/11/14 23:04,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,B+,SKIP,B-,C,F,B,B,,Female,45-60,,Graduate degree,Pacific
3118117077,50956032,3/11/14 23:02,3/11/14 23:04,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94115,,B-,C-,B,B+,B,A,B-,Homelessness and middle class being forced out of big cities because there is no place for people to live!,Female,45-60,"$0 - $24,999",Associate or bachelor degree,Pacific
3118115106,50956032,3/11/14 23:00,3/11/14 23:03,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94553,,SKIP,C,C,C,C,B,B,Gasoline taxes,Female,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118113208,50956032,3/11/14 23:00,3/11/14 23:04,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94117,,B+,D-,C-,SKIP,D,A,SKIP,Public transportation is important for the environment.,Female,45-60,"$150,000+",Some college,Pacific
3118112962,50956032,3/11/14 22:59,3/11/14 23:02,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94112,,A-,B,C+,C+,C,B+,D,"Increasing numbers of non English speakers and how they impact neighborhoods, law enforcement, emergency preparedness, fire fighting, etc.",Male,> 60,,,Pacific
3118112471,50956032,3/11/14 22:59,3/11/14 23:01,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94550,,C+,B,C+,B,C+,SKIP,C+,,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118112152,50956032,3/11/14 22:59,3/11/14 23:01,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,C,B,C+,SKIP,F,F,D,legalize marijuana,Female,45-60,"$25,000 - $49,999",Some college,Pacific
3118111773,50956032,3/11/14 22:58,3/11/14 23:01,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94703,,B+,B-,D,B,C,A-,B,,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118110769,50956032,3/11/14 22:58,3/11/14 23:00,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94122,,F,D+,D+,SKIP,C,F,B,,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118110221,50956032,3/11/14 22:58,3/11/14 23:00,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94709,,SKIP,B,C+,SKIP,D-,C,SKIP,not sure,Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118108646,50956032,3/11/14 22:57,3/11/14 22:59,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94070,,B+,C+,C+,F,A+,A+,B+,"Heavy importance on education issues.  Lowering taxes for seniors, middle & low income",Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118108327,50955952,3/11/14 22:57,3/11/14 22:58,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95670,,C,C,C,SKIP,D,F,B+,,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118108141,50956072,3/11/14 22:56,3/11/14 22:58,I confirm that I am at least 18 years old.,San Jose Metro Area,,95110,,A-,B+,B-,SKIP,C-,C-,B+,,Male,> 60,"$150,000+",Graduate degree,Pacific
3118107535,50956032,3/11/14 22:56,3/11/14 22:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94606,,D,D,D,D,B,C,C,SNAP and unemployment benefits,Male,45-60,,Graduate degree,Pacific
3118105981,50956032,3/11/14 22:55,3/11/14 22:58,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94122,,B+,C,C-,D+,D+,B+,D,"Fracking, Nuclear energy, and water conservation/increase storage. All have to do with the environment. These areas are where we need to work in order to make California a safe state to live in.",Female,> 60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118105351,50956032,3/11/14 22:55,3/11/14 22:56,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,B,B,C,C,F,B,C,,Female,45-60,,,Pacific
3118101932,50955952,3/11/14 22:52,3/11/14 22:55,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95828,,B+,C,C,C,C,B+,B,,Male,45-60,"$0 - $24,999",Some college,Pacific
3118101471,50955952,3/11/14 22:52,3/11/14 22:55,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95608,,B,C,F,C,C,D,SKIP,The performance of CPS and its multiple failures to protect children.,Female,45-60,"$150,000+",Some college,Pacific
3118101242,50956032,3/11/14 22:52,3/11/14 22:56,I confirm that I am at least 18 years old.,San Jose Metro Area,,94537,,C,B+,D+,A-,A+,A-,A-,How recreational programs are doing?,Male,45-60,"$150,000+",Less than high school degree,Pacific
3118100272,50956032,3/11/14 22:52,3/11/14 22:54,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94121,,SKIP,C-,C,SKIP,A+,SKIP,C,"Growth limits. The City is becoming a drag.  Development projects great & small by people with an ""in"" making a fat profit rather than projects the community want.",Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3118098492,50956072,3/11/14 22:50,3/11/14 22:52,I confirm that I am at least 18 years old.,San Jose Metro Area,,95110,,F,D,C-,A+,SKIP,A+,C+,,Female,30-44,"$150,000+",Some college,Pacific
3118098137,50955952,3/11/14 22:50,3/11/14 22:53,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95616,,SKIP,B-,B+,SKIP,D+,SKIP,F,"State government debt and budget, because it drives everything else.",Female,45-60,"$150,000+",Graduate degree,Pacific
3118098117,50956072,3/11/14 22:50,3/11/14 22:54,I confirm that I am at least 18 years old.,San Jose Metro Area,,95127,,A,D+,C-,B+,C+,A,C-,The CPUC and it's impact on the regulation of the utilities.,Female,45-60,"$150,000+",Graduate degree,Pacific
3118097268,50956072,3/11/14 22:50,3/11/14 22:51,I confirm that I am at least 18 years old.,San Jose Metro Area,,95120,,B+,A,D-,F,C+,D+,C+,,Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3118096050,50956032,3/11/14 22:49,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94582,,B-,A,B,B-,B+,A-,B,N/A,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118095448,50956032,3/11/14 22:49,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94578,,C-,C,D+,SKIP,SKIP,D+,C+,,Female,45-60,,,Pacific
3118095147,50956032,3/11/14 22:49,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94545,,F,B-,F,C+,F,A+,B,Roads and traffic,Female,45-60,"$25,000 - $49,999",High school degree,Pacific
3118095118,50956032,3/11/14 22:48,3/11/14 22:51,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94404,,B,C,C,SKIP,D,C,C,Hearing aid coverage for the hard of hearing. I and millions of others have to pay thousands of dollars out of pocket since insurance will not cover it.,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118094423,50956032,3/11/14 22:48,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94521,,F,C-,D,F,F,SKIP,SKIP,,Male,45-60,"$150,000+",Some college,Pacific
3118094082,50956032,3/11/14 22:48,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94602,,SKIP,D,D,SKIP,SKIP,A+,C,"water conservation, job creation",Female,30-44,"$150,000+",Graduate degree,Pacific
3118093905,50956032,3/11/14 22:47,3/11/14 22:52,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94536,,SKIP,F,F,C+,F,B+,F,"education and immagration. We can't insure our own LEGAL citizens yet we're offering free health care to illegals. REALLY??? our educational system sucks; kids are so dummied down on corriculum that they aren't prepared for anything. they can't spell, they can't write a sentence AND they can't add or subtract. Our teachers are taxed with being everything to everyone, including raising people's kids that they can't do their jobs. Parents need to be held accountable as do children. Raise that bar!",Female,45-60,,,Pacific
3118093711,50956072,3/11/14 22:48,3/11/14 22:49,I confirm that I am at least 18 years old.,San Jose Metro Area,,95035,,B-,B-,C-,SKIP,D,F,C+,,Female,18-29,"$50,000 - $99,999",Some college,Pacific
3118093639,50956032,3/11/14 22:48,3/11/14 22:50,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94112,,A,B,B,SKIP,F,A+,B+,Water use.,Male,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118093112,50956032,3/11/14 22:47,3/11/14 22:49,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94703,,A,C-,D,SKIP,D+,A+,B+,"Air and Water quality, drinking water supplies. Reason: quality of life and possibility of life.",Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118091642,50956032,3/11/14 22:46,3/11/14 22:49,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94583,,C,C-,C+,SKIP,C+,B,B-,Not sure,Male,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118091334,50955952,3/11/14 22:46,3/11/14 22:50,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95603,,F,C-,D-,SKIP,SKIP,D,SKIP,state vehicle exemption from smog  multi vehicles insured but used rarely  gas prices  smog exemption for older vehicles,Female,45-60,"$25,000 - $49,999",Associate or bachelor degree,Pacific
3118090178,50955952,3/11/14 22:46,3/11/14 22:47,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95826,,F,SKIP,C-,SKIP,SKIP,SKIP,SKIP,,Female,30-44,"$100,000 - $149,999",Some college,Pacific
3118090048,50956032,3/11/14 22:45,3/11/14 22:48,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,B,B-,C,C,B-,,B,"education, poverty",Male,> 60,"$0 - $24,999",Graduate degree,Pacific
3118088180,50956032,3/11/14 22:44,3/11/14 22:47,I confirm that I am at least 18 years old.,San Jose Metro Area,,94538,,B,C,A+,F,F,A+,B,Should we provide State services and benefits to undocumented people.,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3118085675,50955952,3/11/14 22:43,3/11/14 22:44,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95691,,F,D,D+,SKIP,C,B+,B,,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118083720,50956032,3/11/14 22:42,3/11/14 22:44,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94015,,B,B+,B,F,SKIP,B+,A-,,Female,> 60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118082147,50956072,3/11/14 22:41,3/11/14 22:44,I confirm that I am at least 18 years old.,San Jose Metro Area,,94043,,A+,SKIP,C+,B+,B,A+,B+,better food choices for under-served areas. everyone deserves good food.,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3118082073,50956072,3/11/14 22:41,3/11/14 22:44,I confirm that I am at least 18 years old.,San Jose Metro Area,,95035,,SKIP,F,F,F,F,A,D,,Female,45-60,"$0 - $24,999",Some college,Pacific
3118080897,50956032,3/11/14 22:40,3/11/14 22:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,B-,C-,C-,D+,C,C-,C-,Continued focus on environmental issues.  Animal endangerment. Why? For the good of the planet and all its beings - so we can survive and keep going.,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118080508,50956032,3/11/14 22:40,3/11/14 22:43,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94803,,B,C,D+,SKIP,D,C,C-,Job availability.,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118079880,50956032,3/11/14 22:39,3/11/14 22:42,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94523,,B,B-,C,SKIP,F,F,C,"maybe not an issue per se, but why the grade was assigned.",Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118079564,50956032,3/11/14 22:39,3/11/14 22:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94541,,B+,C,C-,SKIP,D,A-,SKIP,,Female,45-60,"$25,000 - $49,999",Some college,Pacific
3118079355,50956032,3/11/14 22:39,3/11/14 22:41,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94062,,C+,D-,D-,F,D-,F,C-,,Female,> 60,"$150,000+",Associate or bachelor degree,Pacific
3118078302,50956072,3/11/14 22:39,3/11/14 22:40,I confirm that I am at least 18 years old.,San Jose Metro Area,,95121,,F,C,F,SKIP,F,A+,C,Yolo,Female,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3118077649,50956072,3/11/14 22:38,3/11/14 22:41,I confirm that I am at least 18 years old.,San Jose Metro Area,,95127,,SKIP,D,C,F,F,F,D,"Jobs creation, working people earn and spend money driving the economy and pay taxes to fund government",Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118077220,50956032,3/11/14 22:38,3/11/14 22:40,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94582,,B+,A+,A+,B+,B+,A+,A,,Female,45-60,"$150,000+",Associate or bachelor degree,Pacific
3118075768,50956072,3/11/14 22:37,3/11/14 22:39,I confirm that I am at least 18 years old.,San Jose Metro Area,,95121,,B,C+,D-,SKIP,C+,B,A-,,Female,45-60,"$150,000+",Graduate degree,Pacific
3118075650,50956032,3/11/14 22:37,3/11/14 22:40,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94502,,SKIP,C-,C-,B,B+,A-,SKIP,"forest fires and water conservation, forest fires are out of control because the state is being held hostage by the sierra fighting against natural burns and water conservation because of the 2013/14 winter w/o rain",Female,30-44,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118073762,50956032,3/11/14 22:36,3/11/14 22:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94703,,B,SKIP,F,F,F,F,C,"Legalization of marijuana, same sex marriage",Female,30-44,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118073310,50956032,3/11/14 22:36,3/11/14 22:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94066,,B,B,C,C,C,B,C,Earthquake preparedness to individual homes,Female,> 60,"$150,000+",High school degree,Pacific
3118073168,50956072,3/11/14 22:36,3/11/14 22:37,I confirm that I am at least 18 years old.,San Jose Metro Area,,94089,,D-,C-,F,D-,C,A+,C-,Elder care as our population is aging,Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118073038,50956032,3/11/14 22:36,3/11/14 22:38,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94903,,A-,B+,D+,C,D,A,B,Fracking: Kill it. Waste of water. Environmental damage. Health detriments,Male,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3118071781,50956032,3/11/14 22:35,3/11/14 22:37,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94941,,B,B,C-,D+,SKIP,C,C,Fracking  Cost of Gas,Female,45-60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118071665,50955952,3/11/14 22:35,3/11/14 22:36,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95624,,B-,C+,D-,B,F,C+,B,,Male,> 60,"$50,000 - $99,999",Associate or bachelor degree,Pacific
3118069537,50956032,3/11/14 22:33,3/11/14 22:35,I confirm that I am at least 18 years old.,San Jose Metro Area,,94550,,A,A,A+,D-,A-,C,SKIP,,Female,45-60,"$150,000+",Some college,Pacific
3118068652,50956032,3/11/14 22:33,3/11/14 22:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94551,,SKIP,B,B,SKIP,SKIP,B,B,Too many drivers going way too fast on all roads and highways.,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118066974,50956032,3/11/14 22:32,3/11/14 22:35,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94062,,F,C+,D,B+,C+,A-,C+,"HOUSING FOR SENIORS,",Female,> 60,"$150,000+",Some college,Pacific
3118066781,50956072,3/11/14 22:32,3/11/14 22:36,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,C+,D+,C+,C+,F,A+,C+,"Legalize marijuana for recreational use -- stop wasting crime resources & start reaping tax benefits.    Improve public education -- stop advancing & graduating students who can't read & write, do basic math, & have no knowledge of science, history, & the US Constitution.",Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3118066519,50955952,3/11/14 22:32,3/11/14 22:35,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95823,,SKIP,C-,C+,B-,C-,B+,C+,Spraying of mosquitos and the effect the spraying has on honeybees and other life forms.  It is important to CA because we are supply food to the world and our agriculture is suffering from lack of bees.,Female,45-60,"$50,000 - $99,999",Some college,Pacific
3118065633,50956032,3/11/14 22:31,3/11/14 22:34,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94597,,SKIP,F,F,A+,A+,A+,B+,Collecting rainwater to offset droughts...  Green issues....how green is California...  Tourism...what is California doing to attract people to our state to spend money  Business friendly: What is California doing to make it a logical choice to do business in California and also with California,Female,45-60,"$150,000+",Some college,Pacific
3118065472,50956072,3/11/14 22:31,3/11/14 22:33,I confirm that I am at least 18 years old.,San Jose Metro Area,,94306,,B+,B-,D+,SKIP,B+,A,B,Water/drought issues very timely.,Female,> 60,"$0 - $24,999",Graduate degree,Pacific
3118064427,50956032,3/11/14 22:31,3/11/14 22:32,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94551,,C,C,B-,C,C-,A,A,Cost of housing,Male,18-29,"$150,000+",High school degree,Pacific
3118062245,50956032,3/11/14 22:29,3/11/14 22:45,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95377,,A-,C,D+,SKIP,B-,B-,B-,"Special Needs for Students behind in School K-12 - It is important to California because these students are our furture for California.  There is no tutoring or summer school to assist these student.   Opps,  there are a few school that have summer school - which every school should have.  The child should not have to fail a class in order to go to summer school to make it up.  They should be able to go to summer school for assistance and imporvement of a paticular subject.  Tutoring is expesive and all students can not afford a tutor.",Female,45-60,"$25,000 - $49,999",Some college,Pacific
3118059792,50955952,3/11/14 22:28,3/11/14 22:30,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95661,,A-,B,C,C,B,B,SKIP,Water Issues related to the current drought,Female,> 60,"$150,000+",Graduate degree,Pacific
3118059412,50956032,3/11/14 22:28,3/11/14 22:29,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94550,,A,B-,D+,SKIP,B-,A+,B-,,Male,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118059225,50956032,3/11/14 22:27,3/11/14 22:45,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94044,,A-,C-,D,SKIP,C,A-,SKIP,fracking,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118058599,50956072,3/11/14 22:22,3/11/14 22:28,I confirm that I am at least 18 years old.,San Jose Metro Area,,95125,,B,C,B,C,B,B,C,,Female,30-44,"$150,000+",Associate or bachelor degree,Pacific
3118056926,50955952,3/11/14 22:26,3/11/14 22:28,I confirm that I am at least 18 years old.,Sacramento Metro Area,,95818,,A,B-,B-,D+,C+,A,SKIP,Unemployment and EDD.  It is important because is does not function well at a time people who need it are desperate.,Female,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3118053124,50956032,3/11/14 22:24,3/11/14 22:25,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94010,,C-,D,C,A+,A+,A-,B+,debt,Male,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3118052516,50956072,3/11/14 22:18,3/11/14 22:27,I confirm that I am at least 18 years old.,San Jose Metro Area,,95020,,A+,C+,C-,A+,A+,A+,C-,water rationing water shortage water education water polution water use,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3118051789,50956072,3/11/14 22:23,3/11/14 22:26,I confirm that I am at least 18 years old.,San Jose Metro Area,,95008,,C-,D+,D+,B+,A,C,B-,Get rid of the death penalty. We are not using it and the cost of death row is too great.,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3118051350,50956032,3/11/14 22:23,3/11/14 22:24,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94605,,C+,C+,C,C,C,C,B-,,Female,45-60,"$0 - $24,999",Some college,Pacific
3118049206,50956072,3/11/14 22:22,3/11/14 22:23,I confirm that I am at least 18 years old.,San Jose Metro Area,,94089,,F,C+,D+,C+,B+,B+,C+,NA,Female,30-44,"$25,000 - $49,999",Some college,Pacific
3118047781,50956032,3/11/14 22:21,3/11/14 22:22,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94542,,C-,D,D,C,D,,B-,"Being able to have greater influence on climate change summit, those that are run by cities and counties",Female,45-60,"$100,000 - $149,999",Associate or bachelor degree,Pacific
3118047375,50956072,3/11/14 22:21,3/11/14 22:22,I confirm that I am at least 18 years old.,San Jose Metro Area,,94024,,A-,F,C,B,SKIP,A,B-,,Female,> 60,"$150,000+",Graduate degree,Pacific
3118047028,50956072,3/11/14 22:20,3/11/14 22:22,I confirm that I am at least 18 years old.,Sacramento Metro Area,,90684,,A+,A+,A+,A+,A+,A+,A+,good,Female,30-44,"$0 - $24,999",Less than high school degree,Pacific
3118046337,50956032,3/11/14 22:20,3/11/14 22:21,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94611,,A-,B-,C-,C-,C-,B,C+,,Female,45-60,,Graduate degree,Pacific
3118045720,50956072,3/11/14 22:20,3/11/14 22:22,I confirm that I am at least 18 years old.,San Jose Metro Area,,94087,,F,C+,F,SKIP,A,SKIP,F,Bullet train status. Tax money is being spent on the project and we have the right to know.,Male,45-60,"$150,000+",Graduate degree,Pacific
3118044724,50956032,3/11/14 22:19,3/11/14 22:22,I confirm that I am at least 18 years old.,San Francisco Metro Area,,94121,,A-,F,D-,C,D+,A,C-,Beaches + Water,Female,45-60,"$0 - $24,999",Some college,Pacific
